collision_time,collider_a,collider_b,contact_x,contact_y,contact_z
32.58,Elephant,cube,7.445,2.090,6.300
32.59,Elephant,cube,7.445,2.090,6.303
32.59,Elephant,cube,7.445,2.090,6.304
32.60,Elephant,cube,7.445,2.090,6.304
32.60,Elephant,cube,7.445,2.090,6.304
32.60,Elephant,cube,7.445,2.090,6.304
32.61,Elephant,cube,7.445,2.090,6.304
32.61,Elephant,cube,7.445,2.090,6.304
32.61,Elephant,cube,7.445,2.090,6.304
32.62,Elephant,cube,7.445,2.090,6.304
32.62,Elephant,cube,7.445,2.090,6.304
32.62,Elephant,cube,7.445,2.090,6.304
32.63,Elephant,cube,7.445,2.090,6.304
32.63,Elephant,cube,7.445,2.090,6.304
32.64,Elephant,cube,7.445,2.090,6.304
32.64,Elephant,cube,7.445,2.090,6.304
32.65,Elephant,cube,7.445,2.090,6.305
32.65,Elephant,cube,7.445,2.090,6.306
32.65,Elephant,cube,7.445,2.090,6.306
32.66,Elephant,cube,7.445,2.090,6.306
32.66,Elephant,cube,7.445,2.090,6.306
32.66,Elephant,cube,7.445,2.090,6.306
32.67,Elephant,cube,7.445,2.090,6.306
32.67,Elephant,cube,7.445,1.650,6.303
32.67,Elephant,cube,7.445,2.090,6.306
32.69,Elephant,cube,7.445,2.090,6.306
32.69,Elephant,cube,7.445,2.090,6.310
32.69,Elephant,cube,7.445,2.090,6.310
32.70,Elephant,cube,7.445,2.090,6.310
32.70,Elephant,cube,7.445,2.090,6.310
32.71,Elephant,cube,7.445,2.090,6.310
32.71,Elephant,cube,7.445,2.090,6.310
32.71,Elephant,cube,7.445,2.090,6.310
32.72,Elephant,cube,7.445,2.090,6.310
32.72,Elephant,cube,7.445,2.090,6.310
32.72,Elephant,cube,7.445,2.090,6.310
32.73,Elephant,cube,7.445,2.090,6.310
32.73,Elephant,cube,7.445,2.090,6.311
32.74,Elephant,cube,7.445,2.090,6.311
32.74,Elephant,cube,7.445,2.090,6.311
32.74,Elephant,cube,7.445,2.090,6.311
32.75,Elephant,cube,7.445,2.090,6.311
32.75,Elephant,cube,7.445,2.090,6.311
32.76,Elephant,cube,7.445,2.090,6.311
32.76,Elephant,cube,7.445,2.090,6.311
32.77,Elephant,cube,7.445,2.090,6.311
32.77,Elephant,cube,7.445,1.650,6.309
32.77,Elephant,cube,7.445,2.090,6.313
32.79,Elephant,cube,7.445,2.090,6.313
32.80,Elephant,cube,7.445,2.090,6.316
32.80,Elephant,cube,7.445,2.090,6.318
32.81,Elephant,cube,7.445,2.090,6.319
32.81,Elephant,cube,7.445,2.090,6.319
32.81,Elephant,cube,7.445,2.090,6.319
32.82,Elephant,cube,7.445,2.090,6.319
32.82,Elephant,cube,7.445,2.090,6.319
32.83,Elephant,cube,7.445,2.090,6.319
32.83,Elephant,cube,7.445,2.090,6.319
32.83,Elephant,cube,7.445,2.090,6.319
32.84,Elephant,cube,7.445,2.090,6.319
32.84,Elephant,cube,7.445,2.090,6.319
32.84,Elephant,cube,7.445,2.090,6.319
32.85,Elephant,cube,7.445,2.090,6.319
32.85,Elephant,cube,7.445,2.090,6.319
32.85,Elephant,cube,7.445,2.090,6.319
32.86,Elephant,cube,7.445,2.090,6.319
32.86,Elephant,cube,7.445,2.090,6.319
32.86,Elephant,cube,7.445,2.090,6.319
32.87,Elephant,cube,7.445,2.090,6.319
32.87,Elephant,cube,7.445,2.090,6.319
32.88,Elephant,cube,7.445,1.650,6.316
32.88,Elephant,cube,7.445,2.090,6.319
32.89,Elephant,cube,7.445,2.090,6.319
32.90,Elephant,cube,7.445,2.090,6.323
32.90,Elephant,cube,7.445,2.090,6.324
32.90,Elephant,cube,7.445,2.090,6.324
32.91,Elephant,cube,7.445,2.090,6.324
32.91,Elephant,cube,7.445,2.090,6.324
32.92,Elephant,cube,7.445,2.090,6.324
32.92,Elephant,cube,7.445,2.090,6.324
32.92,Elephant,cube,7.445,2.090,6.324
32.93,Elephant,cube,7.445,2.090,6.324
32.93,Elephant,cube,7.445,2.090,6.324
32.93,Elephant,cube,7.445,2.090,6.325
32.94,Elephant,cube,7.445,2.090,6.325
32.94,Elephant,cube,7.445,2.090,6.325
32.95,Elephant,cube,7.445,2.090,6.326
32.96,Elephant,cube,7.445,2.090,6.328
32.96,Elephant,cube,7.445,2.090,6.329
32.96,Elephant,cube,7.445,2.090,6.329
32.97,Elephant,cube,7.445,2.090,6.329
32.97,Elephant,cube,7.445,2.090,6.329
32.97,Elephant,cube,7.445,2.090,6.329
32.98,Elephant,cube,7.445,1.650,6.326
32.98,Elephant,cube,7.445,2.090,6.330
32.99,Elephant,cube,7.445,2.090,6.330
33.00,Elephant,cube,7.445,2.090,6.334
33.00,Elephant,cube,7.445,2.090,6.335
33.01,Elephant,cube,7.445,2.090,6.335
33.01,Elephant,cube,7.445,2.090,6.336
33.01,Elephant,cube,7.445,2.090,6.336
33.02,Elephant,cube,7.445,2.090,6.336
33.02,Elephant,cube,7.445,2.090,6.336
33.02,Elephant,cube,7.445,2.090,6.336
33.03,Elephant,cube,7.445,2.090,6.336
33.03,Elephant,cube,7.445,2.090,6.336
33.04,Elephant,cube,7.445,2.090,6.336
33.04,Elephant,cube,7.445,2.090,6.337
33.04,Elephant,cube,7.445,2.090,6.337
33.05,Elephant,cube,7.445,2.090,6.337
33.05,Elephant,cube,7.445,2.090,6.337
33.05,Elephant,cube,7.445,2.090,6.337
33.06,Elephant,cube,7.445,2.090,6.337
33.06,Elephant,cube,7.445,2.090,6.337
33.07,Elephant,cube,7.445,2.090,6.337
33.07,Elephant,cube,7.445,2.090,6.338
